HID,SQ1,SQ2,SQ3,DQ3,DQ4,Q1,BA01_1,BA01,BA02,BA03,BA04,BA05,WT
2304007,13,3,2,1,1,2,13,4,3,1,1,1,.803814136302654
2304010,13,3,2,1,1,2,13,4,3,1,1,1,.803814136302654
2304011,13,3,2,1,1,2,13,4,3,1,1,1,.803814136302654
2304013,13,3,2,1,2,2,13,4,3,1,1,2,.803814136302654
2304014,13,3,2,2,3,1,13,4,3,2,2,3,.365946287054563
2304015,13,3,2,1,1,2,13,4,3,1,1,1,.803814136302654
2304017,13,3,2,2,2,2,13,4,3,2,2,2,.365946287054563
2305002,13,3,2,1,1,2,13,4,3,1,1,1,1.39231229375186
2305003,13,3,2,2,2,1,13,4,3,2,2,2,.633867322441658
2305006,13,3,2,4,3,2,13,4,3,3,4,3,1.31631854226099
2305007,13,3,2,1,1,2,13,4,3,1,1,1,1.39231229375186
2305010,13,3,2,3,4,2,13,4,3,3,3,4,1.31631854226099
2305011,13,3,2,2,2,2,13,4,3,2,2,2,.633867322441658
2305013,13,3,2,3,4,2,13,4,3,3,3,4,1.31631854226099
2305014,13,3,2,2,2,2,13,4,3,2,2,2,.633867322441658
2305017,13,3,2,3,3,2,13,4,3,3,3,3,1.31631854226099
2305018,13,3,2,3,3,2,13,4,3,2,3,3,.633867322441658
2306001,13,3,2,2,3,1,13,4,3,2,2,3,.480016030586887
2306003,13,3,2,2,3,2,13,4,3,2,2,3,.480016030586887
2306004,13,3,2,3,5,2,13,4,3,3,3,5,.996823750450071
2306006,13,3,2,2,2,1,13,4,3,2,2,2,.480016030586887
2306009,13,3,2,2,2,2,13,4,3,2,2,2,.480016030586887
2306010,13,3,2,2,2,1,13,4,3,2,2,2,.480016030586887
2306012,13,3,2,2,3,1,13,4,3,2,2,3,.480016030586887
2306014,13,3,2,2,2,2,13,4,3,2,2,2,.480016030586887
2306015,13,3,2,1,3,2,13,4,3,1,1,3,1.05437241662763
2306017,13,3,2,1,2,2,13,4,3,1,1,2,1.05437241662763
2307001,13,3,2,3,3,2,13,4,3,3,3,3,1.07350250048469
2307003,13,3,2,2,2,2,13,4,3,2,2,2,.516940340632031
2307006,13,3,2,1,1,2,13,4,3,1,1,1,1.13547798713744
2307007,13,3,2,1,1,2,13,4,3,1,1,1,1.13547798713744
2307009,13,3,2,1,1,2,13,4,3,1,1,1,1.13547798713744
2307010,13,3,2,1,1,2,13,4,3,1,1,1,1.13547798713744
2307012,13,3,2,2,3,1,13,4,3,2,2,3,.516940340632031
2307013,13,3,2,2,2,2,13,4,3,2,2,2,.516940340632031
2307015,13,3,2,2,5,2,13,4,3,3,2,5,1.07350250048469
2307016,13,3,2,2,3,1,13,4,3,2,2,3,.516940340632031
2308003,13,3,1,3,5,2,13,4,3,2,3,5,.921430089697199
2308004,13,3,1,3,3,2,13,4,3,2,3,3,.921430089697199
2308006,13,3,1,2,6,2,13,4,3,2,2,6,.921430089697199
2308007,13,3,1,1,2,2,13,4,3,1,1,2,2.02395421927808
2308009,13,3,1,3,6,2,13,4,3,2,3,6,.921430089697199
2308011,13,3,1,2,4,2,13,4,3,2,2,4,.921430089697199
2308012,13,3,1,3,4,2,13,4,3,2,3,4,.921430089697199
2308014,13,3,1,2,6,2,13,4,3,2,2,6,.921430089697199
2308015,13,3,1,3,4,2,13,4,3,2,3,4,.921430089697199
2308016,13,3,1,1,3,1,13,4,3,1,1,3,2.02395421927808
2309001,13,3,1,3,4,2,13,4,3,2,3,4,1.36020632288634
2309002,13,3,1,2,6,2,13,4,3,2,2,6,1.36020632288634
2309004,13,3,1,1,2,2,13,4,3,1,1,2,2.98774194274383
2309006,13,3,1,3,6,2,13,4,3,2,3,6,1.36020632288634
2309008,13,3,1,3,7,2,13,4,3,2,3,7,1.36020632288634
2309009,13,3,1,1,2,2,13,4,3,1,1,2,2.98774194274383
2309012,13,3,1,3,4,2,13,4,3,2,3,4,1.36020632288634
2309013,13,3,1,1,1,2,13,4,3,1,1,1,2.98774194274383
2309015,13,3,1,3,7,2,13,4,3,2,3,7,1.36020632288634
2309018,13,3,1,2,2,2,13,4,3,2,2,2,1.36020632288634
2310002,13,3,2,2,2,2,13,4,3,2,2,2,.788213136305963
2310005,13,3,2,1,1,1,13,4,3,1,1,1,1.73133840619543
2310006,13,3,2,3,4,2,13,4,3,2,3,4,.788213136305963
2310010,13,3,2,2,4,2,13,4,3,2,2,4,.788213136305963
2310012,13,3,2,2,3,2,13,4,3,2,2,3,.788213136305963
2310014,13,3,2,3,5,2,13,4,3,2,3,5,.788213136305963
2310015,13,3,2,2,5,2,13,4,3,2,2,5,.788213136305963
2310018,13,3,2,3,4,2,13,4,3,2,3,4,.788213136305963
2310019,13,3,1,1,4,2,13,4,3,1,1,4,1.81914932804161
2310023,13,3,1,3,5,2,13,4,3,2,3,5,.828190140144504
2311001,13,3,2,1,1,2,13,4,3,1,1,1,2.35049253821234
2311004,13,3,2,2,3,1,13,4,3,2,2,3,1.07009068173988
2311005,13,3,2,2,2,1,13,4,3,2,2,2,1.07009068173988
2311006,13,3,2,1,1,2,13,4,3,1,1,1,2.35049253821234
2311008,13,3,2,3,2,2,13,4,3,2,3,2,1.07009068173988
2311011,13,3,2,1,2,2,13,4,3,1,1,2,2.35049253821234
2311012,13,3,2,4,5,2,13,4,3,3,4,5,2.22220038232773
2311014,13,3,2,3,8,1,13,4,3,3,3,7,2.22220038232773
2311015,13,3,2,2,2,1,13,4,3,2,2,2,1.07009068173988
2311017,13,3,2,3,2,2,13,4,3,3,3,2,2.22220038232773
2312001,13,3,2,1,1,2,13,4,3,1,1,1,.701788478161336
2312002,13,3,2,1,1,2,13,4,3,1,1,1,.701788478161336
2312004,13,3,2,2,2,2,13,4,3,2,2,2,.319497849418408
2312006,13,3,2,2,3,1,13,4,3,2,2,3,.319497849418408
2312008,13,3,2,1,1,2,13,4,3,1,1,1,.701788478161336
2312009,13,3,2,1,1,2,13,4,3,1,1,1,.701788478161336
2312011,13,3,2,2,2,1,13,4,3,2,2,2,.319497849418408
2312012,13,3,2,3,4,1,13,4,3,3,3,4,.663484184327343
2312013,13,3,2,2,2,2,13,4,3,2,2,2,.319497849418408
2312014,13,3,2,1,3,2,13,4,3,1,1,3,.701788478161336
2313001,13,3,2,2,2,2,13,4,3,2,2,2,.346421825492993
2313003,13,3,2,1,1,2,13,4,3,1,1,1,.760927956658077
2313004,13,3,2,2,2,1,13,4,3,2,2,2,.346421825492993
2313007,13,3,2,1,1,2,13,4,3,1,1,1,.760927956658077
2313008,13,3,2,1,2,2,13,4,3,1,1,2,.760927956658077
2313010,13,3,2,2,2,2,13,4,3,2,2,2,.346421825492993
2313011,13,3,2,3,5,2,13,4,3,4,3,5,1.2484145977121
2313012,13,3,2,3,3,2,13,4,3,2,3,3,.346421825492993
2313013,13,3,2,3,4,1,13,4,3,3,3,4,.719395772894253
2313014,13,3,2,2,2,2,13,4,3,2,2,2,.346421825492993
2314001,13,3,2,1,1,2,13,4,3,1,1,1,1.24981431223114
2314002,13,3,2,2,2,2,13,4,3,2,2,2,.568993361042896
2314004,13,3,2,2,2,2,13,4,3,2,2,2,.568993361042896
2314005,13,3,2,1,1,2,13,4,3,1,1,1,1.24981431223114
2314007,13,3,2,1,1,2,13,4,3,1,1,1,1.24981431223114
2314009,13,3,2,2,2,2,13,4,3,2,2,2,.568993361042896
2314010,13,3,2,2,3,1,13,4,3,2,2,3,.568993361042896
2314011,13,3,2,2,3,1,13,4,3,2,2,3,.568993361042896
2314013,13,3,2,2,3,2,13,4,3,2,2,3,.568993361042896
2314014,13,3,2,2,2,2,13,4,3,2,2,2,.568993361042896
2315001,13,3,2,2,2,2,13,4,3,2,2,2,.260448258354149
2315002,13,3,1,3,4,2,13,4,3,2,3,4,.27365780859428
2315003,13,3,1,3,5,2,13,4,3,2,3,5,.27365780859428
2315005,13,3,2,3,5,2,13,4,3,2,3,5,.260448258354149
2315007,13,3,2,2,2,2,13,4,3,2,2,2,.260448258354149
2315010,13,3,2,3,4,2,13,4,3,2,3,4,.260448258354149
2315011,13,3,2,2,3,1,13,4,3,2,2,3,.260448258354149
2315013,13,3,2,2,3,2,13,4,3,2,2,3,.260448258354149
2315014,13,3,1,3,2,1,13,4,3,2,3,2,.27365780859428
2315015,13,3,2,2,3,1,13,4,3,2,2,3,.260448258354149
2316001,13,3,2,2,2,2,13,4,3,2,2,2,.364297880356119
2316003,13,3,2,2,3,2,13,4,3,2,2,3,.364297880356119
2316004,13,3,2,2,3,1,13,4,3,2,2,3,.364297880356119
2316005,13,3,2,2,4,1,13,4,3,2,2,4,.364297880356119
2316007,13,3,2,2,5,2,13,4,3,2,2,5,.364297880356119
2316010,13,3,2,2,2,2,13,4,3,2,2,2,.364297880356119
2316011,13,3,2,2,3,2,13,4,3,2,2,3,.364297880356119
2316012,13,3,2,2,3,2,13,4,3,2,2,3,.364297880356119
2316013,13,3,2,2,2,2,13,4,3,2,2,2,.364297880356119
2316016,13,3,2,2,4,1,13,4,3,2,2,4,.364297880356119
2317001,13,3,2,3,5,1,13,4,3,3,3,5,.824981194568911
2317002,13,3,2,2,2,2,13,4,3,2,2,2,.397266014324999
2317004,13,3,2,1,2,2,13,4,3,1,1,2,.872609039860089
2317006,13,3,2,2,2,2,13,4,3,2,2,2,.397266014324999
2317008,13,3,2,2,4,1,13,4,3,2,2,4,.397266014324999
2317010,13,3,2,2,4,1,13,4,3,2,2,4,.397266014324999
2317011,13,3,2,2,2,1,13,4,3,2,2,2,.397266014324999
2317012,13,3,2,2,3,2,13,4,3,2,2,3,.397266014324999
2317014,13,3,2,3,2,2,13,4,3,2,3,2,.397266014324999
2317015,13,3,2,2,2,2,13,4,3,2,2,2,.397266014324999
2318001,13,3,2,2,4,2,13,4,3,2,2,4,.281547864094232
2318002,13,3,2,2,3,2,13,4,3,2,2,3,.281547864094232
2318003,13,3,2,2,2,2,13,4,3,2,2,2,.281547864094232
2318006,13,3,2,2,3,1,13,4,3,2,2,3,.281547864094232
2318009,13,3,2,2,2,2,13,4,3,2,2,2,.281547864094232
2318011,13,3,2,3,4,2,13,4,3,2,3,4,.281547864094232
2318012,13,3,2,3,3,2,13,4,3,2,3,3,.281547864094232
2318013,13,3,2,2,3,2,13,4,3,2,2,3,.281547864094232
2318014,13,3,2,2,2,2,13,4,3,2,2,2,.281547864094232
2318015,13,3,2,2,5,2,13,4,3,2,2,5,.281547864094232
2319001,13,3,2,2,6,2,13,4,3,2,2,6,.392320794229667
2319003,13,3,2,2,4,2,13,4,3,2,2,4,.392320794229667
2319004,13,3,2,2,3,2,13,4,3,2,2,3,.392320794229667
2319005,13,3,2,2,4,2,13,4,3,2,2,4,.392320794229667
2319006,13,3,2,2,2,2,13,4,3,2,2,2,.392320794229667
2319010,13,3,2,2,2,2,13,4,3,2,2,2,.392320794229667
2319011,13,3,2,2,2,2,13,4,3,2,2,2,.392320794229667
2319012,13,3,2,2,3,1,13,4,3,2,2,3,.392320794229667
2319015,13,3,2,2,3,2,13,4,3,2,2,3,.392320794229667
2319016,13,3,2,2,3,2,13,4,3,2,2,3,.392320794229667
2320001,13,3,2,2,3,2,13,4,3,2,2,3,.415398488007883
2320002,13,3,2,2,3,2,13,4,3,2,2,3,.415398488007883
2320003,13,3,2,2,3,1,13,4,3,2,2,3,.415398488007883
2320005,13,3,2,2,2,1,13,4,3,2,2,2,.415398488007883
2320006,13,3,2,2,2,1,13,4,3,2,2,2,.415398488007883
2320007,13,3,2,2,3,2,13,4,3,2,2,3,.415398488007883
2320008,13,3,2,3,3,2,13,4,3,3,3,3,.862635937889482
2320010,13,3,2,3,4,2,13,4,3,2,3,4,.415398488007883
2320012,13,3,2,2,3,2,13,4,3,2,2,3,.415398488007883
2320014,13,3,2,2,2,1,13,4,3,2,2,2,.415398488007883
2320015,13,3,2,1,2,2,13,4,3,1,1,2,.912437668235445
2321001,13,2,1,2,2,2,13,4,2,2,2,2,.386570769828789
2321003,13,2,1,1,1,2,13,4,2,1,1,1,.849116551969413
2321006,13,2,1,1,1,2,13,4,2,1,1,1,.849116551969413
2321007,13,2,1,2,4,2,13,4,2,2,2,4,.386570769828789
2321009,13,2,1,1,1,2,13,4,2,1,1,1,.849116551969413
2321011,13,2,1,3,5,2,13,4,2,2,3,5,.386570769828789
2321012,13,2,1,2,5,2,13,4,2,2,2,5,.386570769828789
2321014,13,2,1,2,1,2,13,4,2,2,2,1,.386570769828789
2321016,13,2,1,3,5,2,13,4,2,3,3,5,.802770949386769
2321017,13,2,1,3,5,2,13,4,2,3,3,5,.802770949386769
2322001,13,2,1,1,1,2,13,4,2,1,1,1,.97041891653647
2322003,13,2,1,1,1,2,13,4,2,1,1,1,.97041891653647
2322004,13,2,1,2,2,1,13,4,2,2,2,2,.441795165518615
2322005,13,2,1,3,5,2,13,4,2,2,3,5,.441795165518615
2322007,13,2,1,2,5,2,13,4,2,2,2,5,.441795165518615
2322008,13,2,1,1,1,2,13,4,2,1,1,1,.97041891653647
2322011,13,2,1,1,1,2,13,4,2,1,1,1,.97041891653647
2322012,13,2,1,3,4,2,13,4,2,3,3,4,.917452513584879
2322014,13,2,1,1,2,2,13,4,2,1,1,2,.97041891653647
2322016,13,2,1,3,4,2,13,4,2,2,3,4,.441795165518615
2323001,13,2,2,3,4,2,13,4,2,2,3,4,.516030837262692
2323003,13,2,2,2,2,2,13,4,2,2,2,2,.516030837262692
2323004,13,2,2,1,1,2,13,4,2,1,1,1,1.13348023038693
2323007,13,2,2,1,1,2,13,4,2,1,1,1,1.13348023038693
2323008,13,2,2,2,2,2,13,4,2,2,2,2,.516030837262692
2323010,13,2,2,1,1,2,13,4,2,1,1,1,1.13348023038693
2323012,13,2,2,2,5,2,13,4,2,2,2,5,.516030837262692
2323013,13,2,2,2,4,2,13,4,2,2,2,4,.516030837262692
2323014,13,2,2,3,5,2,13,4,2,3,3,5,1.07161378322964
2323016,13,2,2,2,1,2,13,4,2,2,2,1,.516030837262692
2324001,13,2,2,3,5,2,13,4,2,2,3,5,.446748919296868
2324003,13,2,2,1,1,2,13,4,2,1,1,1,.981300014270163
2324004,13,2,2,2,1,2,13,4,2,2,2,1,.446748919296868
2324005,13,2,2,2,2,2,13,4,2,2,2,2,.446748919296868
2324007,13,2,2,3,3,2,13,4,2,3,3,3,.927739710481216
2324009,13,2,2,1,1,2,13,4,2,1,1,1,.981300014270163
2324012,13,2,2,1,1,2,13,4,2,1,1,1,.981300014270163
2324013,13,2,2,3,7,2,13,4,2,3,3,7,.927739710481216
2324015,13,2,2,2,4,2,13,4,2,2,2,4,.446748919296868
2324017,13,2,2,1,1,2,13,4,2,1,1,1,.981300014270163
2325001,13,2,2,1,1,2,13,4,2,1,1,1,.850110172790194
2325003,13,2,2,3,1,2,13,4,2,2,3,1,.387023127947019
2325005,13,2,2,2,2,2,13,4,2,2,2,2,.387023127947019
2325006,13,2,2,2,2,1,13,4,2,2,2,2,.387023127947019
2325007,13,2,2,3,3,2,13,4,2,2,3,3,.387023127947019
2325009,13,2,2,4,3,2,13,4,2,3,4,3,.803710337422228
2325010,13,2,2,3,3,2,13,4,2,3,3,3,.803710337422228
2325011,13,2,2,2,1,2,13,4,2,2,2,1,.387023127947019
2325014,13,2,2,2,4,2,13,4,2,2,2,4,.387023127947019
2325015,13,2,2,2,2,2,13,4,2,2,2,2,.387023127947019
2326001,13,3,1,2,2,2,13,4,3,2,2,2,.375846483955436
2326002,13,3,1,1,2,2,13,4,3,1,1,2,.8255602736529
2326004,13,3,1,2,2,2,13,4,3,2,2,2,.375846483955436
2326005,13,3,1,3,6,1,13,4,3,3,3,6,.780500395521926
2326007,13,3,1,3,4,2,13,4,3,2,3,4,.375846483955436
2326009,13,3,1,3,5,2,13,4,3,2,3,5,.375846483955436
2326010,13,3,1,2,2,2,13,4,3,2,2,2,.375846483955436
2326012,13,3,1,2,4,2,13,4,3,2,2,4,.375846483955436
2326013,13,3,1,2,2,1,13,4,3,2,2,2,.375846483955436
2326015,13,3,1,2,5,2,13,4,3,2,2,5,.375846483955436
2327001,13,3,2,2,5,1,13,4,3,2,2,5,.721177930569242
2327002,13,3,2,1,2,2,13,4,3,1,1,2,1.58409317401987
2327003,13,3,2,4,4,1,13,4,3,4,4,4,2.59893860552575
2327004,13,3,2,2,2,1,13,4,3,2,2,2,.721177930569242
2327007,13,3,2,1,1,2,13,4,3,1,1,1,1.58409317401987
2327010,13,3,2,1,2,2,13,4,3,1,1,2,1.58409317401987
2327012,13,3,2,3,3,2,13,4,3,2,3,3,.721177930569242
2327013,13,3,2,3,6,1,13,4,3,3,3,6,1.49763183661369
2327014,13,3,2,2,3,2,13,4,3,2,2,3,.721177930569242
2327016,13,3,2,2,2,2,13,4,3,2,2,2,.721177930569242
2328001,13,3,2,1,1,2,13,4,3,1,1,1,1.15955620338254
2328002,13,3,2,2,2,1,13,4,3,2,2,2,.527902245176684
2328004,13,3,2,2,2,2,13,4,3,2,2,2,.527902245176684
2328005,13,3,2,3,4,1,13,4,3,4,3,4,1.90242305924485
2328006,13,3,2,2,2,1,13,4,3,2,2,2,.527902245176684
2328007,13,3,2,2,2,1,13,4,3,2,2,2,.527902245176684
2328009,13,3,2,2,4,2,13,4,3,2,2,4,.527902245176684
2328010,13,3,2,1,1,2,13,4,3,1,1,1,1.15955620338254
2328012,13,3,2,2,2,2,13,4,3,2,2,2,.527902245176684
2328013,13,3,2,3,5,2,13,4,3,3,3,5,1.09626650440122
2329001,13,3,2,2,3,2,13,4,3,2,2,3,.87406765184992
2329002,13,3,2,2,3,1,13,4,3,2,2,3,.87406765184992
2329005,13,3,2,2,2,2,13,4,3,2,2,2,.87406765184992
2329006,13,3,2,2,4,2,13,4,3,2,2,4,.87406765184992
2329007,13,3,2,3,3,2,13,4,3,2,3,3,.87406765184992
2329010,13,3,2,2,4,1,13,4,3,2,2,4,.87406765184992
2329012,13,3,2,2,3,2,13,4,3,2,2,3,.87406765184992
2329013,13,3,2,2,3,1,13,4,3,2,2,3,.87406765184992
2329015,13,3,2,2,3,2,13,4,3,2,2,3,.87406765184992
2329016,13,3,2,3,4,1,13,4,3,2,3,4,.87406765184992
2330002,13,2,1,2,5,2,13,4,2,2,2,5,.333104573157855
2330003,13,2,1,3,6,2,13,4,2,3,3,6,.691740543542492
2330004,13,2,1,2,5,2,13,4,2,2,2,5,.333104573157855
2330006,13,2,1,2,6,2,13,4,2,2,2,6,.333104573157855
2330007,13,2,1,2,7,2,13,4,2,2,2,7,.333104573157855
2330010,13,2,1,3,7,2,13,4,2,3,3,7,.691740543542492
2330011,13,2,1,3,4,2,13,4,2,3,3,4,.691740543542492
2330012,13,2,1,3,6,2,13,4,2,3,3,6,.691740543542492
2330013,13,2,1,3,4,2,13,4,2,3,3,4,.691740543542492
2330014,13,2,1,2,5,2,13,4,2,2,2,5,.333104573157855
2331002,13,2,1,1,1,2,13,4,2,1,1,1,.955482952199676
2331003,13,2,1,1,1,2,13,4,2,1,1,1,.955482952199676
2331005,13,2,1,2,2,2,13,4,2,2,2,2,.434995383770847
2331006,13,2,1,1,1,2,13,4,2,1,1,1,.955482952199676
2331008,13,2,1,3,5,2,13,4,2,3,3,5,.903331768626078
2331010,13,2,1,3,3,2,13,4,2,2,3,3,.434995383770847
2331011,13,2,1,4,5,2,13,4,2,3,4,5,.903331768626078
2331012,13,2,1,2,3,2,13,4,2,2,2,3,.434995383770847
2331014,13,2,1,3,5,2,13,4,2,4,3,5,1.56761077701753
2331015,13,2,1,3,5,2,13,4,2,3,3,5,.903331768626078
2332001,13,2,1,1,2,2,13,4,2,1,1,2,1.24384942876444
2332003,13,2,1,2,2,2,13,4,2,2,2,2,.566277774368353
2332004,13,2,1,2,2,2,13,4,2,2,2,2,.566277774368353
2332007,13,2,1,1,2,2,13,4,2,1,1,2,1.24384942876444
2332008,13,2,1,1,2,2,13,4,2,1,1,2,1.24384942876444
2332010,13,2,1,2,2,2,13,4,2,2,2,2,.566277774368353
2332012,13,2,1,1,2,2,13,4,2,1,1,2,1.24384942876444
2332013,13,2,1,2,4,2,13,4,2,2,2,4,.566277774368353
2332015,13,2,1,3,6,2,13,4,2,3,3,6,1.17595892402224
2332017,13,2,1,3,7,2,13,4,2,4,3,7,2.04071853404534
2333001,13,2,1,2,3,2,13,4,2,2,2,3,.374252785136178
2333004,13,2,1,3,5,2,13,4,2,3,3,5,.777190845980094
2333005,13,2,1,2,4,2,13,4,2,2,2,4,.374252785136178
2333007,13,2,1,2,3,2,13,4,2,2,2,3,.374252785136178
2333008,13,2,1,3,4,2,13,4,2,3,3,4,.777190845980094
2333009,13,2,2,2,2,2,13,4,2,2,2,2,.356187483096524
2333011,13,2,2,1,1,2,13,4,2,1,1,1,.782378573619356
2333013,13,2,2,3,5,2,13,4,2,3,3,5,.739675594437005
2333014,13,2,2,3,4,2,13,4,2,2,3,4,.356187483096524
2333016,13,2,2,2,3,2,13,4,2,2,2,3,.356187483096524
2334001,13,2,2,2,2,2,13,4,2,2,2,2,.322620076312558
2334002,13,2,2,3,5,2,13,4,2,3,3,5,.669967946793728
2334005,13,2,2,1,3,2,13,4,2,1,1,3,.708646561445804
2334006,13,2,2,2,3,2,13,4,2,2,2,3,.322620076312558
2334009,13,2,2,2,2,2,13,4,2,2,2,2,.322620076312558
2334010,13,2,2,1,1,2,13,4,2,1,1,1,.708646561445804
2334011,13,2,2,3,5,2,13,4,2,2,3,5,.322620076312558
2334014,13,2,2,2,2,2,13,4,2,2,2,2,.322620076312558
2334015,13,2,2,3,4,2,13,4,2,3,3,4,.669967946793728
2334018,13,2,2,2,1,2,13,4,2,2,2,1,.322620076312558
2335001,13,2,2,2,2,2,13,4,2,2,2,2,.399079169542702
2335002,13,2,2,1,1,2,13,4,2,1,1,1,.876591700285562
2335005,13,2,2,1,1,2,13,4,2,1,1,1,.876591700285562
2335006,13,2,2,3,5,2,13,4,2,3,3,5,.828746477536752
2335007,13,2,2,2,3,2,13,4,2,2,2,3,.399079169542702
2335010,13,2,2,2,3,2,13,4,2,2,2,3,.399079169542702
2335011,13,2,2,2,3,2,13,4,2,2,2,3,.399079169542702
2335012,13,2,2,2,3,2,13,4,2,2,2,3,.399079169542702
2335013,13,2,2,1,1,2,13,4,2,1,1,1,.876591700285562
2335014,13,2,2,2,2,2,13,4,2,2,2,2,.399079169542702
2336001,13,3,2,1,2,2,13,4,3,1,1,2,1.35755276353337
2336002,13,3,2,2,2,2,13,4,3,2,2,2,.618042618136596
2336004,13,3,2,1,2,2,13,4,3,1,1,2,1.35755276353337
2336007,13,3,2,2,2,2,13,4,3,2,2,2,.618042618136596
2336008,13,3,2,2,2,2,13,4,3,2,2,2,.618042618136596
2336009,13,3,2,1,2,2,13,4,3,1,1,2,1.35755276353337
2336012,13,3,2,3,4,2,13,4,3,3,3,4,1.28345622081758
2336013,13,3,2,1,2,1,13,4,3,1,1,2,1.35755276353337
2336015,13,3,2,2,3,1,13,4,3,2,2,3,.618042618136596
2336016,13,3,2,1,1,2,13,4,3,1,1,1,1.35755276353337
2337002,13,3,2,1,2,2,13,4,3,1,1,2,1.38732365747051
2337003,13,3,2,1,2,2,13,4,3,1,1,2,1.38732365747051
2337005,13,3,2,1,2,2,13,4,3,1,1,2,1.38732365747051
2337006,13,3,2,1,1,2,13,4,3,1,1,1,1.38732365747051
2337008,13,3,2,1,2,2,13,4,3,1,1,2,1.38732365747051
2337010,13,3,2,2,2,2,13,4,3,2,2,2,.631596184323802
2337012,13,3,2,1,1,2,13,4,3,1,1,1,1.38732365747051
2337013,13,3,2,2,2,2,13,4,3,2,2,2,.631596184323802
2337015,13,3,2,3,5,2,13,4,3,3,3,5,1.31160219057235
2337016,13,3,2,2,2,2,13,4,3,2,2,2,.631596184323802
2338001,13,2,2,2,4,2,13,4,2,2,2,4,.386025178015605
2338004,13,2,2,2,2,2,13,4,2,2,2,2,.386025178015605
2338005,13,2,2,1,1,2,13,4,2,1,1,1,.847918139995846
2338007,13,2,2,2,2,2,13,4,2,2,2,2,.386025178015605
2338008,13,2,2,2,2,2,13,4,2,2,2,2,.386025178015605
2338010,13,2,2,2,3,2,13,4,2,2,2,3,.386025178015605
2338011,13,2,2,1,5,2,13,4,2,1,1,5,.847918139995846
2338012,13,2,2,1,4,2,13,4,2,1,1,4,.847918139995846
2338013,13,2,2,2,4,1,13,4,2,2,2,4,.386025178015605
2338014,13,2,2,2,4,2,13,4,2,2,2,4,.386025178015605
2339003,13,3,1,3,10,2,13,4,3,2,3,7,.374114472508637
2339006,13,3,1,2,4,2,13,4,3,2,2,4,.374114472508637
2339007,13,3,1,3,6,1,13,4,3,3,3,6,.776903619505695
2339008,13,3,1,3,6,2,13,4,3,4,3,6,1.34821173010819
2339009,13,3,1,1,3,2,13,4,3,1,1,3,.821755848428693
2339011,13,3,1,2,1,2,13,4,3,2,2,1,.374114472508637
2339012,13,3,1,2,2,2,13,4,3,2,2,2,.374114472508637
2339013,13,3,1,2,4,2,13,4,3,2,2,4,.374114472508637
2339014,13,3,1,1,2,2,13,4,3,1,1,2,.821755848428693
2339015,13,3,1,2,3,2,13,4,3,2,2,3,.374114472508637
2340004,13,3,2,2,4,1,13,4,3,2,2,4,.7091445616706
2340005,13,3,2,2,4,2,13,4,3,2,2,4,.7091445616706
2340006,13,3,2,2,2,2,13,4,3,2,2,2,.7091445616706
2340007,13,3,2,1,2,2,13,4,3,1,1,2,1.55766144791623
2340008,13,3,2,2,7,2,13,4,3,2,2,7,.7091445616706
2340010,13,3,2,1,2,2,13,4,3,1,1,2,1.55766144791623
2340011,13,3,2,2,2,2,13,4,3,2,2,2,.7091445616706
2340012,13,3,2,2,3,1,13,4,3,2,2,3,.7091445616706
2340013,13,3,2,2,6,1,13,4,3,2,2,6,.7091445616706
2340014,13,3,2,1,2,2,13,4,3,1,1,2,1.55766144791623
2341001,13,3,2,2,3,2,13,4,3,2,2,3,.49551105355226
2341003,13,3,2,2,2,2,13,4,3,2,2,2,.49551105355226
2341004,13,3,2,1,1,2,13,4,3,1,1,1,1.08840778996657
2341006,13,3,2,2,2,2,13,4,3,2,2,2,.49551105355226
2341007,13,3,2,1,1,2,13,4,3,1,1,1,1.08840778996657
2341010,13,3,2,2,2,1,13,4,3,2,2,2,.49551105355226
2341011,13,3,2,3,3,2,13,4,3,2,3,3,.49551105355226
2341012,13,3,2,1,4,1,13,4,3,1,1,4,1.08840778996657
2341013,13,3,2,2,2,1,13,4,3,2,2,2,.49551105355226
2341014,13,3,2,2,2,1,13,4,3,2,2,2,.49551105355226
2342001,13,3,2,2,4,2,13,4,3,2,2,4,.652769052583816
2342003,13,3,2,2,4,1,13,4,3,2,2,4,.652769052583816
2342006,13,3,3,2,4,1,13,4,3,2,2,4,.751958958149594
2342007,13,3,2,3,6,2,13,4,3,3,3,6,1.35557075954062
2342008,13,3,3,2,2,2,13,4,3,2,2,2,.751958958149594
2342009,13,3,2,2,5,2,13,4,3,2,2,5,.652769052583816
2342010,13,3,2,3,6,2,13,4,3,4,3,6,2.35241071494445
2342011,13,3,2,2,4,2,13,4,3,2,2,4,.652769052583816
2342012,13,3,2,3,6,1,13,4,3,3,3,6,1.35557075954062
2342014,13,3,2,4,3,1,13,4,3,4,4,3,2.35241071494445
2343001,13,2,1,2,2,2,13,4,2,2,2,2,.274260889986794
2343003,13,2,1,3,5,2,13,4,2,3,3,5,.569542997603962
2343005,13,2,1,3,4,2,13,4,2,3,3,4,.569542997603962
2343006,13,2,1,1,2,2,13,4,2,1,1,2,.602423875319885
2343009,13,2,1,2,4,2,13,4,2,2,2,4,.274260889986794
2343010,13,2,1,2,2,2,13,4,2,2,2,2,.274260889986794
2343012,13,2,1,2,4,2,13,4,2,2,2,4,.274260889986794
